address,lat,lon
제주 제주시 대한민국,33.5070711,126.4916441
서울 마포구 대한민국,37.5683021,126.8972477
대구 달서구 대한민국,35.853031,128.508901
서울 용산구 대한민국,37.5534363,126.9697994
대전 중구 대한민국,36.3175327,127.4296654
경남 창원시 대한민국,35.1921775,128.5641041
서울 광진구 대한민국,37.541847,127.0771149
대전 서구 대한민국,36.3590519,127.3826384
인천 계양구 대한민국,37.5240276,126.7483819
대구 동구 대한민국,35.8966471,128.6568482
제주 서귀포시 대한민국,33.2462695,126.5091071
대구 북구 대한민국,35.8760013,128.5960548
경기 수원시 대한민국,37.2979237,126.9965261
서울 양천구 대한민국,37.5289111,126.873831
세종 세종시 대한민국,36.5883603,127.2951387
서울 강서구 대한민국,37.5700454,126.8396576
대전 동구 대한민국,36.3322464,127.4346482
대구 수성구 대한민국,35.8297517,128.6901254
전남 나주시 대한민국,,
서울 송파구 대한민국,37.5158615,127.0715523
서울 강북구 대한민국,37.6429104,127.0100237
강원 강릉시 대한민국,37.7227832,128.8647823
인천 남동구 대한민국,37.4006866,126.7225648
경기 성남시 대한민국,37.3651229,127.1054443
경북 경주시 대한민국,35.8455669,129.2114096
경기 안산시 대한민국,37.3258056,126.8136476
부산 사하구 대한민국,35.0856519,128.9783168
충북 청주시 대한민국,36.6565008,127.4550692
경북 안동시 대한민국,36.5983775,128.5387868
서울 강남구 대한민국,37.51219,127.039848
대전 대덕구 대한민국,36.3693069,127.4220176
대전 유성구 대한민국,36.4149209,127.4012215
경북 포항시 대한민국,35.9813737,129.4245661
울산 중구 대한민국,35.5622153,129.3480021
울산 남구 대한민국,35.535263,129.2594949
전남 순천시 대한민국,34.971759,127.4819791
대구 중구 대한민국,35.8760013,128.5960548
강원 원주시 대한민국,37.3045612,127.9235833
경북 칠곡군 대한민국,36.0090623,128.3861638
부산 해운대구 대한민국,35.1688889,129.1387511
인천 연수구 대한민국,37.3751446,126.6323645
서울 구로구 대한민국,37.5001689,126.8325537
인천 미추홀구 대한민국,37.4350773,126.6907516
경기 구리시 대한민국,,
울산 울주군 대한민국,35.5513139,129.1379303
전북 전주시 대한민국,,
충남 천안시 대한민국,36.8576415,127.1366409
경남 김해시 대한민국,35.1900428,128.7978698
경기 김포시 대한민국,,
서울 강동구 대한민국,37.5579862,127.1757309
서울 도봉구 대한민국,37.652956,127.0326751
경기 동두천시 대한민국,37.9004833,127.1358833
서울 은평구 대한민국,37.6327924,126.9291107
서울 중구 대한민국,37.5554175,126.9725862
부산 부산진구 대한민국,35.1569065,129.0555145
부산 남구 대한민국,35.1050671,129.0641338
전남 여수시 대한민국,34.7408602,127.7404744
부산 북구 대한민국,35.6383875,129.296732
충북 충주시 대한민국,36.966621,127.872299
광주 서구 대한민국,35.1337706,126.8750042
강원 정선군 대한민국,,
경기 용인시 대한민국,37.2412928,127.1809376
서울 금천구 대한민국,37.4518388,126.9040422
서울 노원구 대한민국,37.6752209,127.0889768
부산 금정구 대한민국,35.2789809,129.106311
전남 목포시 대한민국,34.7984651,126.3971268
서울 관악구 대한민국,37.458115,126.9521607
전남 광양시 대한민국,34.9632334,127.6018931
경남 양산시 대한민국,35.3381521,129.0164808
대구 남구 대한민국,35.838552,128.561746
충남 아산시 대한민국,36.8051664,127.0584712
충남 홍성군 대한민국,36.5883966,126.6579422
경기 의정부시 대한민국,37.7442313,127.0443122
강원 평창군 대한민국,37.3695416,128.3893077
경남 진주시 대한민국,35.1932378,128.0816895
경기 남양주시 대한민국,37.7444318,127.195496
경기 고양시 대한민국,37.6652686,126.7619231
경기 이천시 대한민국,,
부산 강서구 대한민국,35.0943913,128.9133293
강원 춘천시 대한민국,37.8701817,127.7236171
전북 군산시 대한민국,35.9811237,126.7282353
경북 영덕군 대한민국,36.4007209,129.3700212
광주 광산구 대한민국,35.1377072,126.7901098
광주 북구 대한민국,35.1670444,126.9106882
충남 계룡시 대한민국,,
서울 성북구 대한민국,37.5880378,127.0323927
충북 음성군 대한민국,36.9265566,127.6897475
전북 익산시 대한민국,35.9538819,126.9397407
경기 여주시 대한민국,37.3760923,127.5902386
대구 달성군 대한민국,35.659992,128.4126218
인천 강화군 대한민국,37.6569871,126.4481752
광주 남구 대한민국,35.1123807,126.9352446
경기 의왕시 대한민국,37.3520348,126.9621154
전북 남원시 대한민국,35.4139717,127.3728812
서울 종로구 대한민국,37.5791175,126.9987329
충남 당진시 대한민국,36.8941924,126.6402046
경기 양평군 대한민국,37.4883052,127.4905001
경남 통영시 대한민국,34.8829788,128.4196379
대구 서구 대한민국,35.8715275,128.5582211
경기 연천군 대한민국,38.0983014,127.0737492
부산 연제구 대한민국,35.1900767,129.0595481
경기 안양시 대한민국,37.3873404,126.9259452
서울 서초구 대한민국,37.4839032,127.0061036
경북 경산시 대한민국,35.8224603,128.7448693
경남 남해군 대한민국,34.8393636,127.8933026
충남 금산군 대한민국,36.1037155,127.5036363
전북 세종시 대한민국,,
강원 세종시 대한민국,,
충남 세종시 대한민국,36.6018846,127.2829629
전남 세종시 대한민국,,
경기 세종시 대한민국,,
제주 세종시 대한민국,,
경북 세종시 대한민국,,
서울 세종시 대한민국,,
대전 세종시 대한민국,36.4607203,127.2202649
경남 세종시 대한민국,,
부산 세종시 대한민국,,
대구 세종시 대한민국,,
광주 세종시 대한민국,,
충북 진천군 대한민국,36.8562989,127.4453726
강원 동해시 대한민국,37.5250344,129.1164677
경기 평택시 대한민국,36.9867468,126.9297383
경기 시흥시 대한민국,37.4132333,126.8395828
충남 서천군 대한민국,36.0097093,126.6919957
인천 부평구 대한민국,37.5081819,126.7191269
서울 중랑구 대한민국,37.6071525,127.0755743
부산 영도구 대한민국,35.1050671,129.0641338
경북 영주시 대한민국,36.8203928,128.6096786
경기 양주시 대한민국,37.8409487,127.0543873
강원 삼척시 대한민국,37.4462957,129.174107
충북 증평군 대한민국,,
서울 성동구 대한민국,37.5569876,127.0470893
강원 속초시 대한민국,38.1966266,128.5685093
경기 포천시 대한민국,37.8936154,127.2044688
전남 해남군 대한민국,34.5656948,126.6072355
인천 동구 대한민국,37.4661126,126.6430855
경북 영천시 대한민국,35.9527404,128.9065824
경북 울진군 대한민국,36.9847799,129.3978276
서울 동대문구 대한민국,37.5880378,127.0323927
전북 완주군 대한민국,35.9273316,127.1672892
광주 동구 대한민국,35.1123807,126.9352446
경기 가평군 대한민국,37.825523,127.5150322
경북 상주시 대한민국,36.4155606,128.1638444
서울 영등포구 대한민국,37.5194773,126.9228165
충북 제천시 대한민국,37.1341274,128.1982356
부산 동래구 대한민국,35.1900767,129.0595481
경남 거제시 대한민국,34.9532598,128.6531126
충남 부여군 대한민국,36.2753649,126.9026617
경남 사천시 대한민국,34.9331249,128.0807966
강원 양양군 대한민국,38.1336042,128.6211982
경기 안성시 대한민국,37.0020478,127.1720838
인천 중구 대한민국,37.4766821,126.6168874
경남 밀양시 대한민국,35.4691741,128.7609374
충북 단양군 대한민국,36.9855817,128.3650067
경북 구미시 대한민국,,
경기 파주시 대한민국,37.7537326,126.7785999
경북 성주군 대한민국,35.9215316,128.2927935
충남 태안군 대한민국,36.695903,126.157995
부산 수영구 대한민국,35.1460011,129.105529
전북 김제시 대한민국,35.798031,126.8968825
경남 거창군 대한민국,35.6861402,127.9090204
경남 함안군 대한민국,35.2711623,128.5320134
서울 서대문구 대한민국,37.5822837,126.9357246
부산 기장군 대한민국,35.314967,129.1779629
경기 광주시 대한민국,37.3989035,127.2532824
울산 북구 대한민국,35.5935453,129.3527921
전남 화순군 대한민국,35.0722189,126.9929493
충북 보은군 대한민국,36.4821968,127.7149414
경북 의성군 대한민국,,
강원 태백시 대한민국,37.1023747,129.0083793
경남 창녕군 대한민국,35.5405977,128.5007472
충북 괴산군 대한민국,36.8105206,127.7914599
강원 홍천군 대한민국,37.707204,127.9078668
경기 광명시 대한민국,37.4741499,126.8678201
부산 사상구 대한민국,35.1457278,129.0667134
전남 보성군 대한민국,34.7723869,127.0808203
전남 영암군 대한민국,34.7977147,126.6990127
경북 청송군 대한민국,36.4378461,129.0531588
전북 정읍시 대한민국,35.5675416,126.8575601
경기 화성시 대한민국,37.2312164,127.0654547
경남 합천군 대한민국,,
부산 중구 대한민국,35.1138002,129.0419583
강원 영월군 대한민국,37.1846052,128.4675957
전남 함평군 대한민국,35.0653537,126.5154624
부산 동구 대한민국,35.1155532,129.0425868
전북 진안군 대한민국,35.7914781,127.4259039
충북 옥천군 대한민국,36.2987855,127.568359
전북 임실군 대한민국,35.6137695,127.2880901
전북 장수군 대한민국,35.6469364,127.5165461
경남 하동군 대한민국,35.0678238,127.7485899
경북 예천군 대한민국,36.6572367,128.4516553
경북 청도군 대한민국,35.6537586,128.750235
강원 고성군 대한민국,38.3767597,128.4767023
경남 함양군 대한민국,35.5196019,127.7251532
전남 무안군 대한민국,34.9869444,126.4768702
서울 동작구 대한민국,37.5043446,126.9562823
강원 횡성군 대한민국,37.4918218,127.9947083
경남 경산시 대한민국,,
전남 담양군 대한민국,35.3098133,126.982982
경남 고성군 대한민국,34.9758691,128.3323301
충남 보령시 대한민국,36.3515391,126.5965697
울산 동구 대한민국,35.5044943,129.4215558
인천 서구 대한민국,37.519911,126.6790019
경남 산청군 대한민국,35.4164268,127.8745153
전남 장성군 대한민국,35.2997241,126.7822391
경북 문경시 대한민국,36.5882243,128.1803847
전북 순창군 대한민국,35.3772596,127.1365358
경북 봉화군 대한민국,36.8889947,128.7401656
충남 논산시 대한민국,36.1119769,127.1083159
강원 양구군 대한민국,38.1055376,127.9910471
경기 오산시 대한민국,37.1250339,127.0661953
경북 영양군 대한민국,36.6620389,129.1281664
충북 세종시 대한민국,,
인천 세종시 대한민국,,
울산 세종시 대한민국,,
전남 강진군 대한민국,34.6422405,126.7678826
경북 고령군 대한민국,35.7347189,128.2718344
전남 진도군 대한민국,34.4793521,126.2651001
강원 인제군 대한민국,38.0706646,128.1727969
대구 군위군 대한민국,36.2406981,128.5693992
충남 예산군 대한민국,36.6803998,126.8473812
경북 김천시 대한민국,36.1269175,128.1823773
경북 울릉군 대한민국,,
충남 공주시 대한민국,36.4263563,127.2188331
전남 구례군 대한민국,35.2091334,127.4650458
충북 영동군 대한민국,36.177972,127.776105
전북 무주군 대한민국,36.0038972,127.6701988
전북 부안군 대한민국,35.7237502,126.7397041
경북 북구 대한민국,35.8875536,128.60371
인천 옹진군 대한민국,37.238814,126.4857437
경기 부천시 대한민국,37.5021254,126.7773245
전북 고창군 대한민국,35.441401,126.6951605
경기 과천시 대한민국,37.4314285,126.9946595
경기 고양 대한민국,37.6652686,126.7619231
경상 포항시 대한민국,35.9813737,129.4245661
부산 서구 대한민국,35.116533,129.0145
세종 가람동 대한민국,36.4689987,127.2475997
경기 하남시 대한민국,,
인천 남구 대한민국,37.4350773,126.6907516
제주 서귀포 대한민국,33.228921,126.4834637
서울 영천구 대한민국,,
경기 분당구 대한민국,37.3651229,127.1054443
강원 철원군 대한민국,38.1463543,127.3116567
충남 서산시 대한민국,36.8103749,126.5618355
충남 청양군 대한민국,36.4370509,126.8007424
전남 고흥군 대한민국,34.6112459,127.2844644
전남 영광군 대한민국,35.2778297,126.5124873
전남 완도군 대한민국,34.3363531,126.7304763
경북 군위군 대한민국,36.1703304,128.7305579
전남 신안군 대한민국,,
강원 화천군 대한민국,38.1061971,127.7073094
전남 곡성군 대한민국,35.2838398,127.2990091
경기 군포시 대한민국,37.3605082,126.9360912
경남 의령군 대한민국,35.3211888,128.2615992
전남 장흥군 대한민국,34.6788975,126.8978359
